district,district_code,fiscal_year,expenditure_category,amount,source_format,cpi_u,deflator,amount_real
Naugatuck School District,0880011,2018,Purchased Services Other Than Transportation,425692,current_long,251.1,1.282206292313819,545824.9609876543
Naugatuck School District,0880011,2018,Special Education Tuition,2011024,current_long,251.1,1.282206292313819,2578547.626794106
Naugatuck School District,0880011,2018,Supplies,204173,current_long,251.1,1.282206292313819,261791.9053205894
Naugatuck School District,0880011,2018,Property Services,0,current_long,251.1,1.282206292313819,0.0
Naugatuck School District,0880011,2018,Purchased Services For Transportation,762031,current_long,251.1,1.282206292313819,977080.943138192
Naugatuck School District,0880011,2018,Equipment,2996,current_long,251.1,1.282206292313819,3841.490051772202
Naugatuck School District,0880011,2018,All Other Expenditures,200,current_long,251.1,1.282206292313819,256.4412584627638
Naugatuck School District,0880011,2018,Total,15478841,current_long,251.1,1.282206292313819,19847067.327925127
New Beginnings Inc Family Academy District,2800013,2018,Teacher Salaries,116225,current_long,251.1,1.282206292313819,149024.42632417363
New Beginnings Inc Family Academy District,2800013,2018,Instructional Aide Salaries,0,current_long,251.1,1.282206292313819,0.0
New Beginnings Inc Family Academy District,2800013,2018,Other Salaries,0,current_long,251.1,1.282206292313819,0.0
New Beginnings Inc Family Academy District,2800013,2018,Employee Benefits,13775,current_long,251.1,1.282206292313819,17662.391676622858
New Beginnings Inc Family Academy District,2800013,2018,Purchased Services Other Than Transportation,95307,current_long,251.1,1.282206292313819,122203.23510155316
New Beginnings Inc Family Academy District,2800013,2018,Special Education Tuition,0,current_long,251.1,1.282206292313819,0.0
New Beginnings Inc Family Academy District,2800013,2018,Supplies,0,current_long,251.1,1.282206292313819,0.0
New Beginnings Inc Family Academy District,2800013,2018,Property Services,0,current_long,251.1,1.282206292313819,0.0
New Beginnings Inc Family Academy District,2800013,2018,Purchased Services For Transportation,0,current_long,251.1,1.282206292313819,0.0
New Beginnings Inc Family Academy District,2800013,2018,Equipment,0,current_long,251.1,1.282206292313819,0.0
New Beginnings Inc Family Academy District,2800013,2018,All Other Expenditures,0,current_long,251.1,1.282206292313819,0.0
New Beginnings Inc Family Academy District,2800013,2018,Total,225307,current_long,251.1,1.282206292313819,288890.05310234963
New Britain School District,0890011,2018,Teacher Salaries,14995979,current_long,251.1,1.282206292313819,19227938.633205894
New Britain School District,0890011,2018,Instructional Aide Salaries,5744777,current_long,251.1,1.282206292313819,7365989.217339705
New Britain School District,0890011,2018,Other Salaries,3156747,current_long,251.1,1.282206292313819,4047600.8666427718
New Britain School District,0890011,2018,Employee Benefits,5563282,current_long,251.1,1.282206292313819,7133275.186316208
New Britain School District,0890011,2018,Purchased Services Other Than Transportation,1191681,current_long,251.1,1.282206292313819,1527980.8766308243
New Britain School District,0890011,2018,Special Education Tuition,9652754,current_long,251.1,1.282206292313819,12376821.916957386
New Britain School District,0890011,2018,Supplies,114874,current_long,251.1,1.282206292313819,147292.16562325766
New Britain School District,0890011,2018,Property Services,0,current_long,251.1,1.282206292313819,0.0
New Britain School District,0890011,2018,Purchased Services For Transportation,5039394,current_long,251.1,1.282206292313819,6461542.696248506
New Britain School District,0890011,2018,Equipment,39431,current_long,251.1,1.282206292313819,50558.6763122262
New Britain School District,0890011,2018,All Other Expenditures,22256,current_long,251.1,1.282206292313819,28536.783241736357
New Britain School District,0890011,2018,Total,45521175,current_long,251.1,1.282206292313819,58367537.018518515
New Canaan School District,0900011,2018,Teacher Salaries,6892595,current_long,251.1,1.282206292313819,8837728.679370768
New Canaan School District,0900011,2018,Instructional Aide Salaries,2536411,current_long,251.1,1.282206292313819,3252202.144093986
New Canaan School District,0900011,2018,Other Salaries,2066865,current_long,251.1,1.282206292313819,2650147.3083632016
New Canaan School District,0900011,2018,Employee Benefits,2622427,current_long,251.1,1.282206292313819,3362492.4005336515
New Canaan School District,0900011,2018,Purchased Services Other Than Transportation,1110502,current_long,251.1,1.282206292313819,1423892.6520270808
New Canaan School District,0900011,2018,Special Education Tuition,3977214,current_long,251.1,1.282206292313819,5099608.816678613
New Canaan School District,0900011,2018,Supplies,99455,current_long,251.1,1.282206292313819,127521.82680207088
New Canaan School District,0900011,2018,Property Services,0,current_long,251.1,1.282206292313819,0.0
New Canaan School District,0900011,2018,Purchased Services For Transportation,153442,current_long,251.1,1.282206292313819,196744.29790521704
New Canaan School District,0900011,2018,Equipment,56622,current_long,251.1,1.282206292313819,72601.08468339307
New Canaan School District,0900011,2018,All Other Expenditures,2744,current_long,251.1,1.282206292313819,3518.3740661091197
New Canaan School District,0900011,2018,Total,19518279,current_long,251.1,1.282206292313819,25026460.148936678
New Fairfield School District,0910011,2018,Teacher Salaries,3163576,current_long,251.1,1.282206292313819,4056357.0534129827
New Fairfield School District,0910011,2018,Instructional Aide Salaries,1271839,current_long,251.1,1.282206292313819,1630759.9686101153
New Fairfield School District,0910011,2018,Other Salaries,957191,current_long,251.1,1.282206292313819,1227316.3231461567
New Fairfield School District,0910011,2018,Employee Benefits,1322422,current_long,251.1,1.282206292313819,1695617.8094942253
New Fairfield School District,0910011,2018,Purchased Services Other Than Transportation,264123,current_long,251.1,1.282206292313819,338660.17254480283
New Fairfield School District,0910011,2018,Special Education Tuition,1027611,current_long,251.1,1.282206292313819,1317609.290250896
New Fairfield School District,0910011,2018,Supplies,70036,current_long,251.1,1.282206292313819,89800.59988849063
New Fairfield School District,0910011,2018,Property Services,710,current_long,251.1,1.282206292313819,910.3664675428116
New Fairfield School District,0910011,2018,Purchased Services For Transportation,656963,current_long,251.1,1.282206292313819,842362.0924173635
New Fairfield School District,0910011,2018,Equipment,20902,current_long,251.1,1.282206292313819,26800.675921943446
New Fairfield School District,0910011,2018,All Other Expenditures,53015,current_long,251.1,1.282206292313819,67976.16658701711
New Fairfield School District,0910011,2018,Total,8808387,current_long,251.1,1.282206292313819,11294169.236535244
New Hartford School District,0920011,2018,Teacher Salaries,805307,current_long,251.1,1.282206292313819,1032569.7026443647
New Hartford School District,0920011,2018,Instructional Aide Salaries,384031,current_long,251.1,1.282206292313819,492406.96464356827
New Hartford School District,0920011,2018,Other Salaries,40729,current_long,251.1,1.282206292313819,52222.98007964954
New Hartford School District,0920011,2018,Employee Benefits,263536,current_long,251.1,1.282206292313819,337907.5174512146
New Hartford School District,0920011,2018,Purchased Services Other Than Transportation,104960,current_long,251.1,1.282206292313819,134580.37244125846
New Hartford School District,0920011,2018,Special Education Tuition,127724,current_long,251.1,1.282206292313819,163768.51647949024
New Hartford School District,0920011,2018,Supplies,6633,current_long,251.1,1.282206292313819,8504.874336917563
New Hartford School District,0920011,2018,Property Services,0,current_long,251.1,1.282206292313819,0.0
New Hartford School District,0920011,2018,Purchased Services For Transportation,68787,current_long,251.1,1.282206292313819,88199.12422939067
New Hartford School District,0920011,2018,Equipment,1650,current_long,251.1,1.282206292313819,2115.6403823178016
New Hartford School District,0920011,2018,All Other Expenditures,380,current_long,251.1,1.282206292313819,487.23839107925124
New Hartford School District,0920011,2018,Total,1803737,current_long,251.1,1.282206292313819,2312762.931079251
New Haven School District,0930011,2018,Teacher Salaries,22502339,current_long,251.1,1.282206292313819,28852640.65757865
New Haven School District,0930011,2018,Instructional Aide Salaries,1289190,current_long,251.1,1.282206292313819,1653007.5299880526
New Haven School District,0930011,2018,Other Salaries,4272640,current_long,251.1,1.282206292313819,5478405.892791716
New Haven School District,0930011,2018,Employee Benefits,12713699,current_long,251.1,1.282206292313819,16301584.85638391
New Haven School District,0930011,2018,Purchased Services Other Than Transportation,3303879,current_long,251.1,1.282206292313819,4236254.442843488
New Haven School District,0930011,2018,Special Education Tuition,20577961,current_long,251.1,1.282206292313819,26385191.07718837
New Haven School District,0930011,2018,Supplies,185153,current_long,251.1,1.282206292313819,237404.34164078056
New Haven School District,0930011,2018,Property Services,65480,current_long,251.1,1.282206292313819,83958.86802070888
New Haven School District,0930011,2018,Purchased Services For Transportation,8458013,current_long,251.1,1.282206292313819,10844917.489072083
New Haven School District,0930011,2018,Equipment,53494,current_long,251.1,1.282206292313819,68590.34340103544
New Haven School District,0930011,2018,All Other Expenditures,401765,current_long,251.1,1.282206292313819,515145.6110314615
New Haven School District,0930011,2018,Total,73823615,current_long,251.1,1.282206292313819,94657103.67435284
New London School District,0950011,2018,Teacher Salaries,3527519,current_long,251.1,1.282206292313819,4523007.058056551
New London School District,0950011,2018,Instructional Aide Salaries,1518215,current_long,251.1,1.282206292313819,1946664.826085225
New London School District,0950011,2018,Other Salaries,913935,current_long,251.1,1.282206292313819,1171853.2077658302
New London School District,0950011,2018,Employee Benefits,1580952,current_long,251.1,1.282206292313819,2027106.6022461168
New London School District,0950011,2018,Purchased Services Other Than Transportation,1171693,current_long,251.1,1.282206292313819,1502352.1372600556
New London School District,0950011,2018,Special Education Tuition,5554766,current_long,251.1,1.282206292313819,7122355.917530864
New London School District,0950011,2018,Supplies,67319,current_long,251.1,1.282206292313819,86316.84539227399
New London School District,0950011,2018,Property Services,0,current_long,251.1,1.282206292313819,0.0
New London School District,0950011,2018,Purchased Services For Transportation,1605963,current_long,251.1,1.282206292313819,2059175.8638231778
New London School District,0950011,2018,Equipment,21147,current_long,251.1,1.282206292313819,27114.81646356033
New London School District,0950011,2018,All Other Expenditures,0,current_long,251.1,1.282206292313819,0.0
New London School District,0950011,2018,Total,15961510,current_long,251.1,1.282206292313819,20465948.556829948
New Milford School District,0960011,2018,Teacher Salaries,5823754,current_long,251.1,1.282206292313819,7467254.023687773
New Milford School District,0960011,2018,Instructional Aide Salaries,2279492,current_long,251.1,1.282206292313819,2922778.9856790123
