district,fiscal_year,school_year,placement_type,count,percent
Bristol School District,2018,2017-18,Public Schools in Other Districts,83.0,5.7
Brookfield School District,2018,2017-18,Public Schools in Other Districts,12.0,3.3
Brooklyn School District,2018,2017-18,Public Schools in Other Districts,40.0,27.0
Canaan School District,2018,2017-18,Public Schools in Other Districts,,
Canterbury School District,2018,2017-18,Public Schools in Other Districts,23.0,32.9
Canton School District,2018,2017-18,Public Schools in Other Districts,9.0,4.8
Chaplin School District,2018,2017-18,Public Schools in Other Districts,,
Cheshire School District,2018,2017-18,Public Schools in Other Districts,25.0,5.1
Clinton School District,2018,2017-18,Public Schools in Other Districts,8.0,3.7
Colchester School District,2018,2017-18,Public Schools in Other Districts,26.0,6.8
Columbia School District,2018,2017-18,Public Schools in Other Districts,38.0,39.2
Connecticut Technical Education and Career System,2018,2017-18,Public Schools in Other Districts,0.0,0.0
Cornwall School District,2018,2017-18,Public Schools in Other Districts,,
Coventry School District,2018,2017-18,Public Schools in Other Districts,15.0,6.4
Cromwell School District,2018,2017-18,Public Schools in Other Districts,9.0,4.0
Danbury School District,2018,2017-18,Public Schools in Other Districts,18.0,1.3
Darien School District,2018,2017-18,Public Schools in Other Districts,,
Deep River School District,2018,2017-18,Public Schools in Other Districts,0.0,0.0
Department of Mental Health and Addiction Services,2018,2017-18,Public Schools in Other Districts,0.0,0.0
Derby School District,2018,2017-18,Public Schools in Other Districts,28.0,11.6
East Granby School District,2018,2017-18,Public Schools in Other Districts,,
East Haddam School District,2018,2017-18,Public Schools in Other Districts,,
East Hampton School District,2018,2017-18,Public Schools in Other Districts,14.0,6.9
East Hartford School District,2018,2017-18,Public Schools in Other Districts,179.0,14.1
East Haven School District,2018,2017-18,Public Schools in Other Districts,73.0,16.5
East Lyme School District,2018,2017-18,Public Schools in Other Districts,20.0,6.0
East Windsor School District,2018,2017-18,Public Schools in Other Districts,8.0,4.0
Eastford School District,2018,2017-18,Public Schools in Other Districts,8.0,22.9
Easton School District,2018,2017-18,Public Schools in Other Districts,,
Ellington School District,2018,2017-18,Public Schools in Other Districts,14.0,4.3
Enfield School District,2018,2017-18,Public Schools in Other Districts,58.0,6.9
Essex School District,2018,2017-18,Public Schools in Other Districts,0.0,0.0
Fairfield School District,2018,2017-18,Public Schools in Other Districts,23.0,1.9
Farmington School District,2018,2017-18,Public Schools in Other Districts,14.0,3.0
Franklin School District,2018,2017-18,Public Schools in Other Districts,9.0,45.0
Glastonbury School District,2018,2017-18,Public Schools in Other Districts,34.0,5.3
Granby School District,2018,2017-18,Public Schools in Other Districts,7.0,3.0
Greenwich School District,2018,2017-18,Public Schools in Other Districts,7.0,0.7
Griswold School District,2018,2017-18,Public Schools in Other Districts,15.0,6.0
Groton School District,2018,2017-18,Public Schools in Other Districts,71.0,9.4
Guilford School District,2018,2017-18,Public Schools in Other Districts,17.0,4.2
Hamden School District,2018,2017-18,Public Schools in Other Districts,185.0,17.0
Hartford School District,2018,2017-18,Public Schools in Other Districts,833.0,21.2
Hartland School District,2018,2017-18,Public Schools in Other Districts,6.0,15.4
Hebron School District,2018,2017-18,Public Schools in Other Districts,,
Kent School District,2018,2017-18,Public Schools in Other Districts,,
Killingly School District,2018,2017-18,Public Schools in Other Districts,72.0,18.7
Lebanon School District,2018,2017-18,Public Schools in Other Districts,7.0,5.0
Ledyard School District,2018,2017-18,Public Schools in Other Districts,30.0,7.1
Lisbon School District,2018,2017-18,Public Schools in Other Districts,19.0,24.1
Litchfield School District,2018,2017-18,Public Schools in Other Districts,,
Madison School District,2018,2017-18,Public Schools in Other Districts,9.0,2.4
Manchester School District,2018,2017-18,Public Schools in Other Districts,143.0,14.2
Mansfield School District,2018,2017-18,Public Schools in Other Districts,,
Marlborough School District,2018,2017-18,Public Schools in Other Districts,,
Meriden School District,2018,2017-18,Public Schools in Other Districts,115.0,7.1
Middletown School District,2018,2017-18,Public Schools in Other Districts,40.0,6.2
Milford School District,2018,2017-18,Public Schools in Other Districts,26.0,3.2
Monroe School District,2018,2017-18,Public Schools in Other Districts,20.0,5.4
Montville School District,2018,2017-18,Public Schools in Other Districts,25.0,7.2
Naugatuck School District,2018,2017-18,Public Schools in Other Districts,31.0,4.6
New Britain School District,2018,2017-18,Public Schools in Other Districts,288.0,14.0
New Canaan School District,2018,2017-18,Public Schools in Other Districts,,
New Fairfield School District,2018,2017-18,Public Schools in Other Districts,,
New Hartford School District,2018,2017-18,Public Schools in Other Districts,,
New Haven School District,2018,2017-18,Public Schools in Other Districts,359.0,11.7
New London School District,2018,2017-18,Public Schools in Other Districts,102.0,15.5
New Milford School District,2018,2017-18,Public Schools in Other Districts,15.0,2.6
Newington School District,2018,2017-18,Public Schools in Other Districts,19.0,3.6
Newtown School District,2018,2017-18,Public Schools in Other Districts,22.0,4.2
North Branford School District,2018,2017-18,Public Schools in Other Districts,17.0,6.7
North Canaan School District,2018,2017-18,Public Schools in Other Districts,,
North Haven School District,2018,2017-18,Public Schools in Other Districts,22.0,6.2
North Stonington School District,2018,2017-18,Public Schools in Other Districts,,
Norwalk School District,2018,2017-18,Public Schools in Other Districts,76.0,4.7
Norwich School District,2018,2017-18,Public Schools in Other Districts,314.0,31.5
Old Saybrook School District,2018,2017-18,Public Schools in Other Districts,11.0,6.3
Orange School District,2018,2017-18,Public Schools in Other Districts,6.0,6.1
Oxford School District,2018,2017-18,Public Schools in Other Districts,10.0,4.7
Plainfield School District,2018,2017-18,Public Schools in Other Districts,23.0,7.1
Plainville School District,2018,2017-18,Public Schools in Other Districts,10.0,3.3
Plymouth School District,2018,2017-18,Public Schools in Other Districts,20.0,8.3
Pomfret School District,2018,2017-18,Public Schools in Other Districts,22.0,33.3
Portland School District,2018,2017-18,Public Schools in Other Districts,6.0,4.2
Preston School District,2018,2017-18,Public Schools in Other Districts,33.0,33.7
Putnam School District,2018,2017-18,Public Schools in Other Districts,12.0,6.0
Redding School District,2018,2017-18,Public Schools in Other Districts,,
Regional School District 01,2018,2017-18,Public Schools in Other Districts,,
Regional School District 04,2018,2017-18,Public Schools in Other Districts,,
Regional School District 05,2018,2017-18,Public Schools in Other Districts,14.0,4.9
Regional School District 06,2018,2017-18,Public Schools in Other Districts,,
Regional School District 07,2018,2017-18,Public Schools in Other Districts,6.0,4.3
Regional School District 08,2018,2017-18,Public Schools in Other Districts,26.0,11.5
Regional School District 09,2018,2017-18,Public Schools in Other Districts,8.0,7.0
Regional School District 10,2018,2017-18,Public Schools in Other Districts,18.0,6.7
Regional School District 11,2018,2017-18,Public Schools in Other Districts,9.0,15.5
Regional School District 12,2018,2017-18,Public Schools in Other Districts,,
Regional School District 13,2018,2017-18,Public Schools in Other Districts,,
Regional School District 14,2018,2017-18,Public Schools in Other Districts,,
Regional School District 15,2018,2017-18,Public Schools in Other Districts,9.0,1.6
Regional School District 16,2018,2017-18,Public Schools in Other Districts,7.0,2.4
Regional School District 17,2018,2017-18,Public Schools in Other Districts,9.0,2.6
Regional School District 18,2018,2017-18,Public Schools in Other Districts,,
Regional School District 19,2018,2017-18,Public Schools in Other Districts,13.0,8.1
Ridgefield School District,2018,2017-18,Public Schools in Other Districts,,
Rocky Hill School District,2018,2017-18,Public Schools in Other Districts,12.0,4.2
Salem School District,2018,2017-18,Public Schools in Other Districts,30.0,31.9
Salisbury School District,2018,2017-18,Public Schools in Other Districts,,
Scotland School District,2018,2017-18,Public Schools in Other Districts,,
Seymour School District,2018,2017-18,Public Schools in Other Districts,15.0,4.9
Sharon School District,2018,2017-18,Public Schools in Other Districts,,
Shelton School District,2018,2017-18,Public Schools in Other Districts,27.0,4.1
Sherman School District,2018,2017-18,Public Schools in Other Districts,21.0,35.6
Simsbury School District,2018,2017-18,Public Schools in Other Districts,19.0,3.3
Somers School District,2018,2017-18,Public Schools in Other Districts,6.0,3.1
South Windsor School District,2018,2017-18,Public Schools in Other Districts,25.0,4.4
Southington School District,2018,2017-18,Public Schools in Other Districts,31.0,3.5
Sprague School District,2018,2017-18,Public Schools in Other Districts,22.0,29.3
Stafford School District,2018,2017-18,Public Schools in Other Districts,13.0,6.0
Stamford School District,2018,2017-18,Public Schools in Other Districts,138.0,6.9
State Total,2018,2017-18,Public Schools in Other Districts,6186.0,8.3
Sterling School District,2018,2017-18,Public Schools in Other Districts,25.0,36.8
Stonington School District,2018,2017-18,Public Schools in Other Districts,10.0,3.2
Stratford School District,2018,2017-18,Public Schools in Other Districts,59.0,6.4
Suffield School District,2018,2017-18,Public Schools in Other Districts,8.0,2.9
Thomaston School District,2018,2017-18,Public Schools in Other Districts,,
Thompson School District,2018,2017-18,Public Schools in Other Districts,8.0,6.1
Tolland School District,2018,2017-18,Public Schools in Other Districts,18.0,5.8
Torrington School District,2018,2017-18,Public Schools in Other Districts,68.0,8.0
Trumbull School District,2018,2017-18,Public Schools in Other Districts,40.0,5.2
Unified School District #2,2018,2017-18,Public Schools in Other Districts,0.0,0.0
Union School District,2018,2017-18,Public Schools in Other Districts,,
Vernon School District,2018,2017-18,Public Schools in Other Districts,43.0,8.6
Voluntown School District,2018,2017-18,Public Schools in Other Districts,19.0,28.8
Wallingford School District,2018,2017-18,Public Schools in Other Districts,36.0,4.5
Waterbury School District,2018,2017-18,Public Schools in Other Districts,57.0,1.7
Waterford School District,2018,2017-18,Public Schools in Other Districts,23.0,5.8
Watertown School District,2018,2017-18,Public Schools in Other Districts,7.0,1.9
West Hartford School District,2018,2017-18,Public Schools in Other Districts,46.0,3.7
West Haven School District,2018,2017-18,Public Schools in Other Districts,121.0,11.5
Westbrook School District,2018,2017-18,Public Schools in Other Districts,,
Weston School District,2018,2017-18,Public Schools in Other Districts,,
Westport School District,2018,2017-18,Public Schools in Other Districts,,
Wethersfield School District,2018,2017-18,Public Schools in Other Districts,47.0,8.6
Willington School District,2018,2017-18,Public Schools in Other Districts,,
Wilton School District,2018,2017-18,Public Schools in Other Districts,,
Winchester School District,2018,2017-18,Public Schools in Other Districts,109.0,47.0
Windham School District,2018,2017-18,Public Schools in Other Districts,56.0,8.8
Windsor Locks School District,2018,2017-18,Public Schools in Other Districts,12.0,5.2
Windsor School District,2018,2017-18,Public Schools in Other Districts,116.0,18.1
Wolcott School District,2018,2017-18,Public Schools in Other Districts,13.0,4.9
