District,District Code,fiscal_year,rev_local,rev_state,rev_federal,rev_tuition_other,rev_total,pct_local,pct_state,pct_federal,pct_tuition_other
Elm City College Preparatory School District,2890013,2025,581579.0,9990438.0,644645.0,1885170.0,13101831.0,4.4,76.3,4.9,14.4
Elm City Montessori School District,2910013,2025,4177898.0,921000.0,157208.0,518395.0,5774500.0,72.4,15.9,2.7,9.0
Enfield School District,490011,2025,55605636.0,32818561.0,5404918.0,2050661.0,95879775.0,58.0,34.2,5.6,2.1
Essex School District,500011,2025,8333858.0,213251.0,168564.0,0.0,8715673.0,95.6,2.4,1.9,0.0
Explorations District,2720013,2025,308188.0,994270.0,60810.0,364449.0,1727717.0,17.8,57.5,3.5,21.1
Fairfield School District,510011,2025,225375121.0,3915600.0,3615196.0,641344.0,233547260.0,96.5,1.7,1.5,0.3
Farmington School District,520011,2025,82048656.0,4783925.0,1452787.0,1815336.0,90100705.0,91.1,5.3,1.6,2.0
Franklin School District,530011,2025,4871407.0,778325.0,159310.0,51974.0,5861016.0,83.1,13.3,2.7,0.9
Glastonbury School District,540011,2025,118454121.0,8924589.0,2093607.0,2643086.0,132115403.0,89.7,6.8,1.6,2.0
Goodwin University Educational Services (GUES),2310018,2025,3129991.0,19043410.0,1819279.0,4540869.0,28533548.0,11.0,66.7,6.4,15.9
Granby School District,560011,2025,29695999.0,6876818.0,692541.0,1767926.0,39033285.0,76.1,17.6,1.8,4.5
Great Oaks Charter School District,2940013,2025,1231560.0,9681265.0,1695503.0,0.0,12608328.0,9.8,76.8,13.4,0.0
Greenwich School District,570011,2025,238386963.0,2860812.0,3695339.0,1359318.0,246302432.0,96.8,1.2,1.5,0.6
Griswold School District,580011,2025,18133531.0,12523788.0,1444117.0,4142981.0,36244417.0,50.0,34.6,4.0,11.4
Groton School District,590011,2025,62175093.0,26751333.0,4624884.0,277407.0,93828717.0,66.3,28.5,4.9,0.3
Guilford School District,600011,2025,69824441.0,2635198.0,991313.0,359986.0,73810938.0,94.6,3.6,1.3,0.5
Hamden School District,620011,2025,108516981.0,46037069.0,6133220.0,0.0,160687271.0,67.5,28.7,3.8,0.0
Hampton School District,630011,2025,993501.0,1189919.0,117193.0,32299.0,2332911.0,42.6,51.0,5.0,1.4
Hartford School District,640011,2025,91053750.0,316841013.0,33945612.0,9622755.0,451463130.0,20.2,70.2,7.5,2.1
Hartland School District,650011,2025,4647931.0,1121532.0,103974.0,26492.0,5899929.0,78.8,19.0,1.8,0.4
Hebron School District,670011,2025,7883225.0,6434981.0,422134.0,9865.0,14750205.0,53.4,43.6,2.9,0.1
Highville Charter School District,2860013,2025,271022.0,6079092.0,365010.0,0.0,6715125.0,4.0,90.5,5.4,0.0
Integrated Day Charter School District,2640013,2025,603706.0,4817159.0,312194.0,160275.0,5893334.0,10.2,81.7,5.3,2.7
Interdistrict School for Arts and Comm District,2650013,2025,1199673.0,3834939.0,957279.0,0.0,5991890.0,20.0,64.0,16.0,0.0
Jumoke Academy District,2610013,2025,780995.0,8077023.0,1685881.0,992708.0,11536607.0,6.8,70.0,14.6,8.6
Kent School District,680011,2025,5950913.0,38687.0,272989.0,95891.0,6358480.0,93.6,0.6,4.3,1.5
Killingly School District,690011,2025,29228083.0,18586909.0,2496555.0,2047154.0,52358701.0,55.8,35.5,4.8,3.9
Learn,2450014,2025,5841111.0,15629138.0,2559138.0,14554467.0,38583855.0,15.1,40.5,6.6,37.7
Lebanon School District,710011,2025,17132201.0,5739822.0,776811.0,1267691.0,24916525.0,68.8,23.0,3.1,5.1
Ledyard School District,720011,2025,31359834.0,14581958.0,1096878.0,554701.0,47593372.0,65.9,30.6,2.3,1.2
Lisbon School District,730011,2025,8060246.0,3460426.0,370810.0,102163.0,11993644.0,67.2,28.9,3.1,0.9
Madison School District,760011,2025,62341593.0,1206968.0,748337.0,567097.0,64863995.0,96.1,1.9,1.2,0.9
Manchester School District,770011,2025,94158146.0,53556919.0,8158695.0,2358052.0,158231812.0,59.5,33.8,5.2,1.5
Mansfield School District,780011,2025,13495178.0,12848828.0,656115.0,42464.0,27042585.0,49.9,47.5,2.4,0.2
Marlborough School District,790011,2025,5715554.0,2961476.0,329316.0,0.0,9006345.0,63.5,32.9,3.7,0.0
Meriden School District,800011,2025,50903147.0,90300238.0,10186394.0,1098216.0,152487995.0,33.4,59.2,6.7,0.7
Middletown School District,830011,2025,81278611.0,31999528.0,3680784.0,851264.0,117810187.0,69.0,27.2,3.1,0.7
Milford School District,840011,2025,123635106.0,11968595.0,3716240.0,453385.0,139773327.0,88.5,8.6,2.7,0.3
Monroe School District,850011,2025,66322824.0,6300542.0,1211533.0,150389.0,73985288.0,89.6,8.5,1.6,0.2
Montville School District,860011,2025,31694394.0,13584545.0,2080998.0,244213.0,47604150.0,66.6,28.5,4.4,0.5
Naugatuck School District,880011,2025,41707769.0,38367717.0,7478613.0,363328.0,87917427.0,47.4,43.6,8.5,0.4
New Beginnings Inc Family Academy District,2800013,2025,376930.0,5939454.0,511785.0,466866.0,7295035.0,5.2,81.4,7.0,6.4
New Britain School District,890011,2025,55716114.0,136452905.0,15396782.0,1718912.0,209284713.0,26.6,65.2,7.4,0.8
New Canaan School District,900011,2025,109700091.0,1346973.0,1393851.0,957631.0,113398546.0,96.7,1.2,1.2,0.8
New Fairfield School District,910011,2025,45669040.0,4207388.0,961674.0,871915.0,51710017.0,88.3,8.1,1.9,1.7
New Hartford School District,920011,2025,7040372.0,3041804.0,682953.0,56325.0,10821454.0,65.1,28.1,6.3,0.5
New Haven School District,930011,2025,125100716.0,238744935.0,46095630.0,4220652.0,414161933.0,30.2,57.6,11.1,1.0
New London School District,950011,2025,21998941.0,43536893.0,11527512.0,2501897.0,79565242.0,27.6,54.7,14.5,3.1
New Milford School District,960011,2025,63189615.0,13257151.0,2050407.0,957639.0,79454813.0,79.5,16.7,2.6,1.2
Newington School District,940011,2025,70407563.0,19085736.0,2255556.0,1231227.0,92980082.0,75.7,20.5,2.4,1.3
Newtown School District,970011,2025,83788923.0,5964199.0,1565090.0,700466.0,92018678.0,91.1,6.5,1.7,0.8
Norfolk School District,980011,2025,2772675.0,92969.0,76695.0,2715.0,2945054.0,94.1,3.2,2.6,0.1
North Branford School District,990011,2025,26434481.0,7979376.0,770954.0,54396.0,35239206.0,75.0,22.6,2.2,0.2
North Canaan School District,1000011,2025,4152797.0,2040927.0,217231.0,15779.0,6426734.0,64.6,31.8,3.4,0.2
North Haven School District,1010011,2025,60903367.0,5750993.0,1413936.0,280120.0,68348416.0,89.1,8.4,2.1,0.4
North Stonington School District,1020011,2025,11937868.0,2661412.0,410965.0,580438.0,15590684.0,76.6,17.1,2.6,3.7
Norwalk School District,1030011,2025,227514359.0,32180329.0,14423783.0,2278610.0,276397081.0,82.3,11.6,5.2,0.8
Norwich School District,1040011,2025,62158762.0,53523897.0,5879407.0,843551.0,122405617.0,50.8,43.7,4.8,0.7
Odyssey Community School District,2630013,2025,907633.0,4937541.0,155649.0,76110.0,6076933.0,14.9,81.3,2.6,1.3
Old Saybrook School District,1060011,2025,29211482.0,190067.0,505995.0,132860.0,30040404.0,97.2,0.6,1.7,0.4
Orange School District,1070011,2025,23708078.0,1189187.0,981811.0,0.0,25879076.0,91.6,4.6,3.8,0.0
Oxford School District,1080011,2025,32013971.0,4588743.0,1145599.0,110429.0,37858742.0,84.6,12.1,3.0,0.3
Park City Prep Charter School District,2830013,2025,422043.0,5875205.0,447644.0,0.0,6744891.0,6.3,87.1,6.6,0.0
Plainfield School District,1090011,2025,21975214.0,16641097.0,1660549.0,1660467.0,41937326.0,52.4,39.7,4.0,4.0
Plainville School District,1100011,2025,33622449.0,15279455.0,1864689.0,131682.0,50898275.0,66.1,30.0,3.7,0.3
Plymouth School District,1110011,2025,17760501.0,10588016.0,818864.0,115867.0,29283248.0,60.7,36.2,2.8,0.4
Pomfret School District,1120011,2025,8801175.0,2939947.0,285253.0,0.0,12026375.0,73.2,24.4,2.4,0.0
Portland School District,1130011,2025,21028247.0,5865201.0,885434.0,40285.0,27819166.0,75.6,21.1,3.2,0.1
Preston School District,1140011,2025,12089719.0,3237195.0,443522.0,82786.0,15853222.0,76.3,20.4,2.8,0.5
Putnam School District,1160011,2025,13021686.0,9893157.0,1514516.0,727433.0,25156792.0,51.8,39.3,6.0,2.9
Redding School District,1170011,2025,24949627.0,340343.0,622859.0,211733.0,26124563.0,95.5,1.3,2.4,0.8
Regional School District 01,2010012,2025,10904578.0,945101.0,225944.0,147769.0,12223391.0,89.2,7.7,1.8,1.2
Regional School District 04,2040012,2025,21587104.0,229208.0,551513.0,0.0,22367825.0,96.5,1.0,2.5,0.0
Regional School District 05,2050012,2025,49641656.0,975078.0,836605.0,128588.0,51581928.0,96.2,1.9,1.6,0.2
Regional School District 07,2070012,2025,22111837.0,1230059.0,307813.0,614479.0,24264188.0,91.1,5.1,1.3,2.5
Regional School District 08,2080012,2025,30860618.0,357811.0,399858.0,82689.0,31700977.0,97.3,1.1,1.3,0.3
Regional School District 09,2090012,2025,23928759.0,643655.0,295609.0,24978.0,24893001.0,96.1,2.6,1.2,0.1
Regional School District 10,2100012,2025,36757278.0,8023605.0,1100457.0,185425.0,46066765.0,79.8,17.4,2.4,0.4
Regional School District 11,2110012,2025,6756163.0,115805.0,193304.0,128771.0,7194043.0,93.9,1.6,2.7,1.8
Regional School District 12,2120012,2025,22178163.0,1753447.0,506871.0,1634928.0,26073409.0,85.1,6.7,1.9,6.3
Regional School District 13,2130012,2025,34641078.0,5947789.0,708587.0,89284.0,41386738.0,83.7,14.4,1.7,0.2
Regional School District 14,2140012,2025,30687171.0,7248744.0,701384.0,1512946.0,40150244.0,76.4,18.1,1.7,3.8
Regional School District 15,2150012,2025,76815369.0,10862886.0,1574457.0,211840.0,89464553.0,85.9,12.1,1.8,0.2
Regional School District 16,2160012,2025,31161723.0,10613051.0,719331.0,127540.0,42621645.0,73.1,24.9,1.7,0.3
Regional School District 17,2170012,2025,41952161.0,6271566.0,855007.0,0.0,49078734.0,85.5,12.8,1.7,0.0
Regional School District 18,2180012,2025,31269944.0,1529726.0,503222.0,338788.0,33641680.0,93.0,4.5,1.5,1.0
Regional School District 19,2190012,2025,21169522.0,1443777.0,702970.0,2985147.0,26301415.0,80.5,5.5,2.7,11.3
Regional School District 20,2200012,2025,36905183.0,4302921.0,787092.0,1213247.0,43208442.0,85.4,10.0,1.8,2.8
Ridgefield School District,1180011,2025,114607493.0,1700748.0,1602130.0,79365.0,117989736.0,97.1,1.4,1.4,0.1
Rocky Hill School District,1190011,2025,47730918.0,8342116.0,1062652.0,98346.0,57234033.0,83.4,14.6,1.9,0.2
Salem School District,1210011,2025,9187186.0,2585708.0,271836.0,46334.0,12091064.0,76.0,21.4,2.2,0.4
Salisbury School District,1220011,2025,8494209.0,58799.0,383958.0,18922.0,8955888.0,94.8,0.7,4.3,0.2
Scotland School District,1230011,2025,1078448.0,1467642.0,178373.0,38585.0,2763047.0,39.0,53.1,6.5,1.4
Seymour School District,1240011,2025,28477261.0,12756334.0,1784820.0,89877.0,43108291.0,66.1,29.6,4.1,0.2
Sharon School District,1250011,2025,4787897.0,24575.0,153406.0,6286.0,4972164.0,96.3,0.5,3.1,0.1
Shelton School District,1260011,2025,81221355.0,10954698.0,2157676.0,0.0,94333729.0,86.1,11.6,2.3,0.0
Sherman School District,1270011,2025,9691613.0,258956.0,225617.0,35817.0,10212002.0,94.9,2.5,2.2,0.4
Side By Side Charter School District,2700013,2025,133261.0,3448393.0,124944.0,8899.0,3715498.0,3.6,92.8,3.4,0.2
Simsbury School District,1280011,2025,78100229.0,11618284.0,1661905.0,2325653.0,93706071.0,83.3,12.4,1.8,2.5
Somers School District,1290011,2025,23044493.0,6197959.0,489290.0,31768.0,29763510.0,77.4,20.8,1.6,0.1
South Windsor School District,1320011,2025,82580576.0,14008543.0,1736515.0,1095239.0,99420872.0,83.1,14.1,1.7,1.1
Southington School District,1310011,2025,94446620.0,25882422.0,3055467.0,1693594.0,125078103.0,75.5,20.7,2.4,1.4
Sprague School District,1330011,2025,4757728.0,3103075.0,333155.0,13835.0,8207793.0,58.0,37.8,4.1,0.2
Stafford School District,1340011,2025,21386252.0,10396228.0,924553.0,451142.0,33158175.0,64.5,31.4,2.8,1.4
Stamford Charter School for Excellence District,2960013,2025,416355.0,5844194.0,166689.0,0.0,6427238.0,6.5,90.9,2.6,0.0
Stamford School District,1350011,2025,322130100.0,51023530.0,18544929.0,1840524.0,393539082.0,81.9,13.0,4.7,0.5
Sterling School District,1360011,2025,5221162.0,3661890.0,530741.0,102494.0,9516287.0,54.9,38.5,5.6,1.1
Stonington School District,1370011,2025,43631235.0,1414450.0,1457262.0,0.0,46502946.0,93.8,3.0,3.1,0.0
Stratford School District,1380011,2025,111121832.0,34806929.0,6529976.0,451771.0,152910508.0,72.7,22.8,4.3,0.3
Suffield School District,1390011,2025,32533876.0,8475868.0,816021.0,1358530.0,43184295.0,75.3,19.6,1.9,3.1
The Bridge Academy District,2690013,2025,444217.0,3841113.0,478916.0,0.0,4764247.0,9.3,80.6,10.1,0.0
Thomaston School District,1400011,2025,12568064.0,6455143.0,522632.0,110236.0,19656075.0,63.9,32.8,2.7,0.6
Thompson School District,1410011,2025,14190078.0,8048410.0,1024344.0,127593.0,23390425.0,60.7,34.4,4.4,0.5
Tolland School District,1420011,2025,35191677.0,10025418.0,737462.0,0.0,45954557.0,76.6,21.8,1.6,0.0
Torrington School District,1430011,2025,50560440.0,36565120.0,4089528.0,444997.0,91660084.0,55.2,39.9,4.5,0.5
Trumbull School District,1440011,2025,128873778.0,7448336.0,2988622.0,1641675.0,140952411.0,91.4,5.3,2.1,1.2
Union School District,1450011,2025,1684551.0,212188.0,80734.0,1000.0,1978472.0,85.1,10.7,4.1,0.1
Vernon School District,1460011,2025,39564696.0,25453019.0,2688831.0,740393.0,68446939.0,57.8,37.2,3.9,1.1
Voluntown School District,1470011,2025,5179735.0,2382167.0,247381.0,0.0,7809284.0,66.3,30.5,3.2,0.0
Wallingford School District,1480011,2025,98839449.0,25981289.0,3453183.0,1483967.0,129757888.0,76.2,20.0,2.7,1.1
Waterbury School District,1510011,2025,89897418.0,234554433.0,33536104.0,2611997.0,360599952.0,24.9,65.0,9.3,0.7
Waterford School District,1520011,2025,61343074.0,1089859.0,1224885.0,85615.0,63743434.0,96.2,1.7,1.9,0.1
Watertown School District,1530011,2025,45316554.0,13856829.0,1367025.0,270125.0,60810533.0,74.5,22.8,2.2,0.4
West Hartford School District,1550011,2025,175615368.0,34226476.0,4690371.0,2884055.0,217416270.0,80.8,15.7,2.2,1.3
West Haven School District,1560011,2025,58403822.0,62678487.0,6535114.0,558780.0,128176204.0,45.6,48.9,5.1,0.4
Westbrook School District,1540011,2025,20305078.0,166296.0,995127.0,6678.0,21473178.0,94.6,0.8,4.6,0.0
Weston School District,1570011,2025,59779329.0,923811.0,716824.0,327460.0,61747424.0,96.8,1.5,1.2,0.5
Westport School District,1580011,2025,147222140.0,1683291.0,1747056.0,617772.0,151270259.0,97.3,1.1,1.2,0.4
Wethersfield School District,1590011,2025,58312574.0,17941391.0,1786245.0,854311.0,78894520.0,73.9,22.7,2.3,1.1
Willington School District,1600011,2025,6810836.0,3889446.0,363783.0,1070.0,11065135.0,61.6,35.2,3.3,0.0
Wilton School District,1610011,2025,93251953.0,1590466.0,1241197.0,1614170.0,97697786.0,95.4,1.6,1.3,1.7
Winchester School District,1620011,2025,15484768.0,9179577.0,835155.0,184392.0,25683893.0,60.3,35.7,3.3,0.7
Windham School District,1630011,2025,27363874.0,41202850.0,7877656.0,1858324.0,78302705.0,34.9,52.6,10.1,2.4
Windsor Locks School District,1650011,2025,29745547.0,6999763.0,1091706.0,1708570.0,39545586.0,75.2,17.7,2.8,4.3
Windsor School District,1640011,2025,73528698.0,14215615.0,2701751.0,46432.0,90492496.0,81.3,15.7,3.0,0.1
Wolcott School District,1660011,2025,27948746.0,14214741.0,1132551.0,39493.0,43335531.0,64.5,32.8,2.6,0.1
Woodbridge School District,1670011,2025,16866682.0,755351.0,421553.0,65997.0,18109583.0,93.1,4.2,2.3,0.4
Woodstock School District,1690011,2025,17825839.0,5229898.0,510856.0,47541.0,23614134.0,75.5,22.1,2.2,0.2
