district,district_code,fiscal_year,subject,needs_group,total_students,total_tested,participation_rate,n_scored,level1_count,level1_pct,level2_count,level2_pct,level3_count,level3_pct,level4_count,level4_pct,level3_4_count,pct_prof
Thompson School District,1410011,2022,ELA,All Students,457.0,448.0,98.0,448.0,131.0,29.2,121.0,27.0,123.0,27.5,73.0,16.3,196.0,43.8
Thompson School District,1410011,2022,Math,All Students,457.0,446.0,97.6,446.0,161.0,36.1,135.0,30.3,86.0,19.3,64.0,14.3,150.0,33.6
Tolland School District,1420011,2022,ELA,All Students,977.0,954.0,97.6,954.0,164.0,17.2,220.0,23.1,323.0,33.9,247.0,25.9,570.0,59.7
Tolland School District,1420011,2022,Math,All Students,977.0,955.0,97.7,955.0,169.0,17.7,267.0,28.0,273.0,28.6,246.0,25.8,519.0,54.3
Torrington School District,1430011,2022,ELA,All Students,1914.0,1895.0,99.0,1895.0,598.0,31.6,504.0,26.6,535.0,28.2,258.0,13.6,793.0,41.8
Torrington School District,1430011,2022,Math,All Students,1912.0,1871.0,97.9,1870.0,852.0,45.6,549.0,29.4,317.0,17.0,152.0,8.1,469.0,25.1
Trumbull School District,1440011,2022,ELA,All Students,3060.0,3044.0,99.5,3043.0,277.0,9.1,539.0,17.7,953.0,31.3,1274.0,41.9,2227.0,73.2
Trumbull School District,1440011,2022,Math,All Students,3060.0,3039.0,99.3,3039.0,368.0,12.1,594.0,19.5,828.0,27.2,1249.0,41.1,2077.0,68.3
Unified School District #2,3470015,2022,ELA,All Students,34.0,,,,24.0,77.4,7.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0
Unified School District #2,3470015,2022,Math,All Students,34.0,32.0,94.1,32.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Union School District,1450011,2022,ELA,All Students,,33.0,,33.0,,,8.0,24.2,16.0,48.5,,,,
Union School District,1450011,2022,Math,All Students,,33.0,,33.0,11.0,33.3,13.0,39.4,,,,,9.0,27.3
Vernon School District,1460011,2022,ELA,All Students,1349.0,1330.0,98.6,1330.0,345.0,25.9,307.0,23.1,389.0,29.2,289.0,21.7,678.0,51.0
Vernon School District,1460011,2022,Math,All Students,1348.0,1317.0,97.7,1317.0,359.0,27.3,390.0,29.6,300.0,22.8,268.0,20.3,568.0,43.1
Voluntown School District,1470011,2022,ELA,All Students,151.0,151.0,100.0,151.0,26.0,17.2,38.0,25.2,57.0,37.7,30.0,19.9,87.0,57.6
Voluntown School District,1470011,2022,Math,All Students,151.0,151.0,100.0,151.0,22.0,14.6,45.0,29.8,53.0,35.1,31.0,20.5,84.0,55.6
Wallingford School District,1480011,2022,ELA,All Students,2294.0,2284.0,99.6,2284.0,554.0,24.3,579.0,25.4,687.0,30.1,464.0,20.3,1151.0,50.4
Wallingford School District,1480011,2022,Math,All Students,2293.0,2271.0,99.0,2270.0,685.0,30.2,721.0,31.8,521.0,23.0,343.0,15.1,864.0,38.1
Waterbury School District,1510011,2022,ELA,All Students,8247.0,8177.0,99.2,8176.0,4383.0,53.6,1869.0,22.9,1361.0,16.6,563.0,6.9,1924.0,23.5
Waterbury School District,1510011,2022,Math,All Students,8235.0,8127.0,98.7,8126.0,5379.0,66.2,1735.0,21.4,724.0,8.9,288.0,3.5,1012.0,12.5
Waterford School District,1520011,2022,ELA,All Students,1063.0,1060.0,99.7,1060.0,179.0,16.9,237.0,22.4,387.0,36.5,257.0,24.2,644.0,60.8
Waterford School District,1520011,2022,Math,All Students,1062.0,1055.0,99.3,1055.0,207.0,19.6,287.0,27.2,307.0,29.1,254.0,24.1,561.0,53.2
Watertown School District,1530011,2022,ELA,All Students,1159.0,1141.0,98.4,1141.0,223.0,19.5,273.0,23.9,417.0,36.5,228.0,20.0,645.0,56.5
Watertown School District,1530011,2022,Math,All Students,1160.0,1139.0,98.2,1139.0,245.0,21.5,344.0,30.2,348.0,30.6,202.0,17.7,550.0,48.3
West Hartford School District,1550011,2022,ELA,All Students,4020.0,3989.0,99.2,3978.0,643.0,16.2,682.0,17.1,1210.0,30.4,1443.0,36.3,2653.0,66.7
West Hartford School District,1550011,2022,Math,All Students,4019.0,3960.0,98.5,3948.0,788.0,20.0,868.0,22.0,944.0,23.9,1348.0,34.1,2292.0,58.1
West Haven School District,1560011,2022,ELA,All Students,2642.0,2621.0,99.2,2621.0,901.0,34.4,744.0,28.4,668.0,25.5,308.0,11.8,976.0,37.2
West Haven School District,1560011,2022,Math,All Students,2642.0,2603.0,98.5,2602.0,1044.0,40.1,808.0,31.1,473.0,18.2,277.0,10.6,750.0,28.8
Westbrook School District,1540011,2022,ELA,All Students,250.0,248.0,99.2,248.0,42.0,16.9,43.0,17.3,89.0,35.9,74.0,29.8,163.0,65.7
Westbrook School District,1540011,2022,Math,All Students,250.0,248.0,99.2,248.0,37.0,14.9,64.0,25.8,73.0,29.4,74.0,29.8,147.0,59.3
Weston School District,1570011,2022,ELA,All Students,997.0,990.0,99.3,990.0,56.0,5.7,150.0,15.2,352.0,35.6,432.0,43.6,784.0,79.2
Weston School District,1570011,2022,Math,All Students,998.0,989.0,99.1,989.0,66.0,6.7,187.0,18.9,287.0,29.0,449.0,45.4,736.0,74.4
Westport School District,1580011,2022,ELA,All Students,2359.0,2333.0,98.9,2333.0,147.0,6.3,345.0,14.8,766.0,32.8,1075.0,46.1,1841.0,78.9
Westport School District,1580011,2022,Math,All Students,2359.0,2331.0,98.8,2331.0,180.0,7.7,378.0,16.2,632.0,27.1,1141.0,48.9,1773.0,76.1
Wethersfield School District,1590011,2022,ELA,All Students,1624.0,1615.0,99.4,1613.0,315.0,19.5,333.0,20.6,536.0,33.2,429.0,26.6,965.0,59.8
Wethersfield School District,1590011,2022,Math,All Students,1621.0,1609.0,99.3,1608.0,423.0,26.3,455.0,28.3,372.0,23.1,358.0,22.3,730.0,45.4
Willington School District,1600011,2022,ELA,All Students,263.0,260.0,98.9,260.0,71.0,27.3,75.0,28.8,74.0,28.5,40.0,15.4,114.0,43.8
Willington School District,1600011,2022,Math,All Students,263.0,259.0,98.5,258.0,71.0,27.5,86.0,33.3,57.0,22.1,44.0,17.1,101.0,39.1
Wilton School District,1610011,2022,ELA,All Students,1691.0,1663.0,98.3,1663.0,110.0,6.6,252.0,15.2,588.0,35.4,713.0,42.9,1301.0,78.2
Wilton School District,1610011,2022,Math,All Students,1691.0,1647.0,97.4,1647.0,103.0,6.3,319.0,19.4,465.0,28.2,760.0,46.1,1225.0,74.4
Winchester School District,1620011,2022,ELA,All Students,286.0,285.0,99.7,285.0,80.0,28.1,67.0,23.5,87.0,30.5,51.0,17.9,138.0,48.4
Winchester School District,1620011,2022,Math,All Students,286.0,285.0,99.7,285.0,66.0,23.2,80.0,28.1,65.0,22.8,74.0,26.0,139.0,48.8
Windham School District,1630011,2022,ELA,All Students,1552.0,1536.0,99.0,1536.0,784.0,51.0,349.0,22.7,284.0,18.5,119.0,7.7,403.0,26.2
Windham School District,1630011,2022,Math,All Students,1551.0,1529.0,98.6,1527.0,873.0,57.2,346.0,22.7,215.0,14.1,93.0,6.1,308.0,20.2
Windsor Locks School District,1650011,2022,ELA,All Students,645.0,640.0,99.2,640.0,166.0,25.9,167.0,26.1,196.0,30.6,111.0,17.3,307.0,48.0
Windsor Locks School District,1650011,2022,Math,All Students,645.0,640.0,99.2,640.0,195.0,30.5,204.0,31.9,136.0,21.3,105.0,16.4,241.0,37.7
Windsor School District,1640011,2022,ELA,All Students,1388.0,1367.0,98.5,1367.0,496.0,36.3,335.0,24.5,319.0,23.3,217.0,15.9,536.0,39.2
Windsor School District,1640011,2022,Math,All Students,1387.0,1359.0,98.0,1358.0,563.0,41.5,357.0,26.3,249.0,18.3,189.0,13.9,438.0,32.3
Wolcott School District,1660011,2022,ELA,All Students,993.0,990.0,99.7,990.0,141.0,14.2,222.0,22.4,356.0,36.0,271.0,27.4,627.0,63.3
Wolcott School District,1660011,2022,Math,All Students,993.0,988.0,99.5,988.0,186.0,18.8,305.0,30.9,256.0,25.9,241.0,24.4,497.0,50.3
Woodbridge School District,1670011,2022,ELA,All Students,497.0,487.0,98.0,487.0,35.0,7.2,60.0,12.3,125.0,25.7,267.0,54.8,392.0,80.5
Woodbridge School District,1670011,2022,Math,All Students,497.0,487.0,98.0,487.0,42.0,8.6,72.0,14.8,137.0,28.1,236.0,48.5,373.0,76.6
Woodstock School District,1690011,2022,ELA,All Students,520.0,513.0,98.7,513.0,97.0,18.9,114.0,22.2,175.0,34.1,127.0,24.8,302.0,58.9
Woodstock School District,1690011,2022,Math,All Students,520.0,513.0,98.7,513.0,148.0,28.8,188.0,36.6,112.0,21.8,65.0,12.7,177.0,34.5
Achievement First Bridgeport Academy District,2850013,2023,ELA,All Students,552.0,548.0,99.3,548.0,162.0,29.6,132.0,24.1,174.0,31.8,80.0,14.6,254.0,46.4
Achievement First Bridgeport Academy District,2850013,2023,Math,All Students,552.0,542.0,98.2,542.0,248.0,45.8,163.0,30.1,91.0,16.8,40.0,7.4,131.0,24.2
Achievement First Hartford Academy District,2880013,2023,ELA,All Students,519.0,516.0,99.4,516.0,172.0,33.3,130.0,25.2,150.0,29.1,64.0,12.4,214.0,41.5
Achievement First Hartford Academy District,2880013,2023,Math,All Students,519.0,514.0,99.0,514.0,274.0,53.3,133.0,25.9,79.0,15.4,28.0,5.4,107.0,20.8
Amistad Academy District,2790013,2023,ELA,All Students,552.0,543.0,98.4,543.0,205.0,37.8,130.0,23.9,140.0,25.8,68.0,12.5,208.0,38.3
Amistad Academy District,2790013,2023,Math,All Students,552.0,538.0,97.5,538.0,262.0,48.7,162.0,30.1,81.0,15.1,33.0,6.1,114.0,21.2
Andover School District,0010011,2023,ELA,All Students,82.0,82.0,100.0,82.0,17.0,20.7,14.0,17.1,25.0,30.5,26.0,31.7,51.0,62.2
Andover School District,0010011,2023,Math,All Students,82.0,82.0,100.0,82.0,12.0,14.6,19.0,23.2,27.0,32.9,24.0,29.3,51.0,62.2
Ansonia School District,0020011,2023,ELA,All Students,1078.0,1070.0,99.3,1070.0,630.0,58.9,235.0,22.0,143.0,13.4,62.0,5.8,205.0,19.2
Ansonia School District,0020011,2023,Math,All Students,1078.0,1063.0,98.6,1063.0,633.0,59.5,269.0,25.3,122.0,11.5,39.0,3.7,161.0,15.1
Area Cooperative Educational Services,2440014,2023,ELA,All Students,1146.0,1128.0,98.4,1127.0,506.0,44.9,281.0,24.9,245.0,21.7,95.0,8.4,340.0,30.2
Area Cooperative Educational Services,2440014,2023,Math,All Students,1146.0,1111.0,96.9,1110.0,624.0,56.2,283.0,25.5,124.0,11.2,79.0,7.1,203.0,18.3
Ashford School District,0030011,2023,ELA,All Students,228.0,222.0,97.4,222.0,49.0,22.1,51.0,23.0,72.0,32.4,50.0,22.5,122.0,55.0
Ashford School District,0030011,2023,Math,All Students,227.0,221.0,97.4,221.0,52.0,23.5,73.0,33.0,42.0,19.0,54.0,24.4,96.0,43.4
Avon School District,0040011,2023,ELA,All Students,1456.0,1452.0,99.7,1452.0,189.0,13.0,254.0,17.5,462.0,31.8,547.0,37.7,1009.0,69.5
Avon School District,0040011,2023,Math,All Students,1456.0,1451.0,99.7,1451.0,234.0,16.1,310.0,21.4,377.0,26.0,530.0,36.5,907.0,62.5
Barkhamsted School District,0050011,2023,ELA,All Students,106.0,105.0,99.1,105.0,20.0,19.0,21.0,20.0,33.0,31.4,31.0,29.5,64.0,61.0
Barkhamsted School District,0050011,2023,Math,All Students,106.0,105.0,99.1,105.0,10.0,9.5,29.0,27.6,37.0,35.2,29.0,27.6,66.0,62.9
Berlin School District,0070011,2023,ELA,All Students,1178.0,1158.0,98.3,1158.0,188.0,16.2,234.0,20.2,421.0,36.4,315.0,27.2,736.0,63.6
Berlin School District,0070011,2023,Math,All Students,1179.0,1153.0,97.8,1152.0,192.0,16.7,250.0,21.7,338.0,29.3,372.0,32.3,710.0,61.6
Bethany School District,0080011,2023,ELA,All Students,245.0,244.0,99.6,244.0,24.0,9.8,44.0,18.0,60.0,24.6,116.0,47.5,176.0,72.1
Bethany School District,0080011,2023,Math,All Students,245.0,243.0,99.2,243.0,25.0,10.3,52.0,21.4,67.0,27.6,99.0,40.7,166.0,68.3
Bethel School District,0090011,2023,ELA,All Students,1447.0,1436.0,99.2,1436.0,296.0,20.6,310.0,21.6,506.0,35.2,324.0,22.6,830.0,57.8
Bethel School District,0090011,2023,Math,All Students,1447.0,1435.0,99.2,1435.0,299.0,20.8,378.0,26.3,373.0,26.0,385.0,26.8,758.0,52.8
Bloomfield School District,0110011,2023,ELA,All Students,770.0,764.0,99.2,764.0,313.0,41.0,195.0,25.5,175.0,22.9,81.0,10.6,256.0,33.5
Bloomfield School District,0110011,2023,Math,All Students,770.0,763.0,99.1,762.0,389.0,51.0,204.0,26.8,108.0,14.2,61.0,8.0,169.0,22.2
Bolton School District,0120011,2023,ELA,All Students,335.0,314.0,93.7,314.0,64.0,20.4,55.0,17.5,108.0,34.4,87.0,27.7,195.0,62.1
Bolton School District,0120011,2023,Math,All Students,333.0,310.0,93.1,310.0,65.0,21.0,72.0,23.2,90.0,29.0,83.0,26.8,173.0,55.8
Booker T. Washington Academy District,2950013,2023,ELA,All Students,271.0,270.0,99.6,270.0,111.0,41.1,85.0,31.5,54.0,20.0,20.0,7.4,74.0,27.4
Booker T. Washington Academy District,2950013,2023,Math,All Students,271.0,269.0,99.3,269.0,121.0,45.0,89.0,33.1,45.0,16.7,14.0,5.2,59.0,21.9
Bozrah School District,0130011,2023,ELA,All Students,97.0,95.0,97.9,95.0,17.0,17.9,28.0,29.5,33.0,34.7,17.0,17.9,50.0,52.6
